M-code,Date,Stat week,Tag group,Card #,Fish #,Direction,Time in,Sex,Length,Time out,Notes,Age,Lat,Long,Mesh size,Secchi dis,Secchi re,Air temp,Water temp,Wind sp,Wind dir,Cloud cov,Final fate (num),Final fate spec.,FF Loc,Date,Time,Gear,Final Notes
6975,8/20/2020,34,2,21,6,N,11:10,M,502,11:15,,1.1,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,4,,,,,,
6995,8/20/2020,34,2,21,7,N,11:32,M,529,11:36,,2.1,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,1,a,Unalakleet,8/23/2020,1:59:32,,
7015,8/20/2020,34,2,21,8,S,11:59,M,554,12:05,,2.1,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,1,a,Unalakleet,8/23/2020,20:42:40,,
7035,8/20/2020,34,2,21,9,S,12:23,M,525,12:26,,3,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,1,a,Shaktoolik,8/21/2020,12:23:26,,
7055,8/20/2020,34,2,21,10,S,12:36,M,569,12:39,Missing 1 scale,1.1,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,2,a,S,,,,
7075,8/20/2020,34,2,22,1,N,12:46,F,573,12:49,,3,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,1,a,Shaktoolik,8/24/2020,14:55:44,,
7095,8/20/2020,34,2,22,2,S,12:58,M,529,13:02,GASH,7,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,4,,,,,,Sockeye
7115,8/20/2020,34,2,22,3,N,13:08,M,542,13:12,,1.1,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,1,a,Shaktoolik,8/21/2020,19:18:56,,
7135,8/20/2020,34,2,22,4,N,13:09,M,534,13:15,,1.1,64.31762,-161.13248,7/8,0.4,0.2,56,59,5,W,100,1,a,Unalakleet,,,,
7155,8/20/2020,34,2,22,5,N,14:34,M,520,14:37,,2.1,64.28782,-161.07748,7/8,0.5,0.3,56,60,1,,100,1,a,Shaktoolik,9/10/2020,10:09:52,,
7175,8/20/2020,34,2,22,6,S,14:39,M,524,14:50,,3.1,64.28782,-161.07748,7/8,0.5,0.3,56,60,1,,100,1,a,Shaktoolik,8/22/2020,17:07:46,,
7195,8/20/2020,34,2,22,7,S,14:46,F,558,14:50,Missing 1 scale,3,64.28782,-161.07748,7/8,0.5,0.3,56,60,1,,100,1,a,Shaktoolik,8/23/2020,0:33:14,,
7215,8/24/2020,35,2,23,1,N,14:23,M,654,14:26,,2.1,64.30094,-161.10243,7/8,0.2,0.1,58,58,5,S,,1,a,Unalakleet,8/26/2020,21:23:32,,
7235,8/24/2020,35,2,23,2,N,14:50,M,555,14:54,,3,64.30094,-161.10243,7/8,0.2,0.1,58,58,5,S,,1,a,Egavik,8/28/2020,23:41:35,,
7255,8/24/2020,35,2,23,3,N,15:07,F,546,15:09,,2.1,64.30094,-161.10243,7/8,0.2,0.1,58,58,5,S,,3,a,,,,,
7275,8/24/2020,35,2,23,4,S,16:00,F,517,16:04,,2.1,64.30094,-161.10243,7/8,0.2,0.1,58,58,5,S,,3,a,,,,,
7295,8/24/2020,35,2,23,5,S,16:32,M,544,16:39,,1.1,64.27122,-161.04342,7/8,0.2,0.1,60,59,1,,50,1,a,Shaktoolik,,,,"Entered Shaktoolik 8/28, left 9/5"
7315,8/24/2020,35,2,23,6,S,16:58,F,558,17:02,,1.1,64.27122,-161.04342,7/8,0.2,0.1,60,59,1,,50,3,a,,,,,
7335,8/24/2020,35,2,23,7,S,17:10,F,564,17:15,,1.1,64.27122,-161.04342,7/8,0.2,0.1,60,59,1,,50,1,b,Unalakleet,8/26/2020,,5 7/8,
7355,8/24/2020,35,2,23,8,S,18:03,F,509,18:11,,1.1,64.31762,-161.13248,7/8,0.4,0.2,60,60,1,,25,1,a,Shaktoolik,8/28/2020,19:43:47,,
7375,8/24/2020,35,2,23,9,S,18:05,M,514,18:13,,2.1,64.31762,-161.13248,7/8,0.4,0.2,60,60,1,,25,3,a,,,,,
7395,8/24/2020,35,2,23,10,S,18:35,F,534,18:40,,2.1,64.31762,-161.13248,5/8,0.4,0.2,60,60,1,,25,1,a,Unalakleet,8/26/2020,13:50:48,,Recaptured in Unalakleet River 8/28/2020 at 18:00:00 on RR
7415,8/24/2020,35,2,24,1,N,18:50,M,564,18:56,,2.1,64.31762,-161.13248,7/8,0.4,0.2,60,60,1,,25,1,a,Egavik,9/3/2020,8:55:40,,
7435,8/25/2020,35,2,25,1,S,9:30,F,571,9:34,,3,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,1,b,Unalakleet,8/26/2020,,5 7/8,
7455,8/25/2020,35,2,25,2,S,9:52,M,543,9:59,,7,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,1,a,Shaktoolik,9/5/2020,22:12:00,,Sockeye
7475,8/25/2020,35,2,25,3,S,10:02,F,575,10:07,,3,64.18224,-160.95758,7/8,1.5,1,54,58,1,,100,1,a,Unalakleet,8/26/2020,17:31:44,,
7495,8/25/2020,35,2,25,4,S,10:09,F,564,10:18,,1.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,
7515,8/25/2020,35,2,25,5,S,10:12,F,536,10:20,,1.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,
7535,8/25/2020,35,2,25,6,N,10:13,F,624,10:21,Big.,2.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,
7555,8/25/2020,35,2,25,7,N,10:15,M,543,10:25,Gash,2.1,64.18224,-160.95758,7/8,1.5,1,54,58,1,,100,3,a,,,,,
7575,8/25/2020,35,2,25,8,N,10:30,F,538,10:40,,1.1,64.18224,-160.95758,7/8,1.5,1,54,58,1,,100,3,a,,,,,
7595,8/25/2020,35,2,25,9,S,10:35,M,575,10:42,,1.1,64.18224,-160.95758,7/8,1.5,1,54,58,1,,100,4,,,,,,
7615,8/25/2020,35,2,25,10,S,10:35,F,575,10:44,,3,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,1,a,Shaktoolik,9/2/2020,22:39:31,,
7635,8/25/2020,35,2,26,1,S,10:35,F,537,10:46,,1.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,
7655,8/25/2020,35,2,26,2,S,10:36,F,509,10:50,,2.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,
7675,8/25/2020,35,2,26,3,S,10:36,M,556,10:53,Previous 6 fish (8th-3rd) hit simultaneously. Reset only 5 5/8.,1.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,
7695,8/25/2020,35,2,26,4,N,11:12,M,535,11:15,,2.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,2,a,S,,,,
7715,8/25/2020,35,2,26,5,N,11:48,M,551,11:52,,2.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,1,b,Unalakleet,8/26/2020,,5 7/8,
7735,8/25/2020,35,2,26,6,N,11:52,F,501,11:58,,1.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,4,,,,,,
7755,8/25/2020,35,2,26,7,S,12:08,F,541,12:14,,2.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,4,,,,,,
7775,8/25/2020,35,2,26,8,S,12:27,F,546,12:32,,1.1,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,4,,,,,,
7795,8/25/2020,35,2,26,9,S,12:58,M,515,13:00,,7,64.18224,-160.95758,5/8,1.5,1,54,58,1,,100,3,a,,,,,Sockeye
7815,8/25/2020,35,2,26,10,N,13:23,F,562,13:27,,1.1,64.24375,-160.99340,7/8,1.1,0.8,58,60,1,,75,1,a,Shaktoolik,8/28/2020,8:42:34,,Recaptured in Shaktoolik River 8/28/20 on RR
7835,8/25/2020,35,2,27,1,S,13:59,M,546,14:02,,1.1,64.24375,-160.99340,7/8,1.1,0.8,58,60,1,,75,1,a,Unalakleet,,,,
7855,8/25/2020,35,2,27,2,N,14:20,M,560,14:26,,7,64.24375,-160.99340,7/8,1.1,0.8,58,60,1,,75,3,b,6,8/24/2020,,5 7/8,Sockeye
7875,8/26/2020,35,2,28,1,S,9:50,F,594,9:59,,3,64.20171,-160.95265,7/8,1.4,1.3,52,60,1,SE,50,3,a,,,,,
7895,8/26/2020,35,2,28,2,S,9:50,F,536,10:00,,3,64.20171,-160.95265,7/8,1.4,1.3,52,60,1,SE,50,2,a,S,,,,
7915,8/26/2020,35,2,28,3,N,10:39,F,535,10:44,,2.1,64.20171,-160.95265,7/8,1.4,1.3,52,60,1,SE,50,4,,,,,,
7935,8/26/2020,35,2,28,4,S,11:48,F,541,11:51,,3,64.27180,-161.04591,7/8,1.5,1.25,50,60,1,E,50,1,a,Shaktoolik,8/27/2020,22:19:56,,
7955,8/26/2020,35,2,28,5,S,12:03,F,563,12:08,,2.1,64.27180,-161.04591,7/8,1.5,1.25,50,60,1,E,50,1,a,Unalakleet,,,,
7975,8/26/2020,35,2,28,6,S,12:17,M,508,12:24,"Reabsorbed scales, spawning colors",3.1,64.27180,-161.04591,7/8,1.5,1.25,50,60,1,E,50,1,a,Shaktoolik,8/27/2020,17:36:42,,
7995,8/26/2020,35,2,28,7,S,12:38,F,613,12:46,,1.1,64.27180,-161.04591,7/8,1.5,1.25,50,60,1,E,50,3,a,,,,,
